label,x_px,y_px,area_px,circularity,eq_diam_px,eq_diam_nm,mean_intensity,max_intensity
1,15.547348484848484,7.191287878787879,528.0,0.714211598973208,25.928179257714298,19.986296201761686,163.2834931407144,188.25839525056534
2,60.07047619047619,12.243809523809524,525.0,0.893237800517426,25.854414729132053,19.929436068901047,144.4281612866691,189.56114010936966
5,165.0,9.97337278106509,676.0,0.8504877996649436,29.33785834448333,22.614589361253117,185.895740414066,224.24545576755852
8,369.7738095238095,3.517857142857143,168.0,0.7593427178167388,14.625465582862905,11.273791511634961,136.96151863209056,150.69912524552635
10,507.7062937062937,11.034965034965035,429.0,0.7399557895364924,23.371344948277684,18.015403940515732,143.22528640103405,181.91844636784717
11,541.5313432835821,6.095522388059702,335.0,0.780192845438056,20.65272978291924,15.919805656756987,178.617235333716,224.42462480543014
13,673.7675568743819,13.513353115727003,1011.0,0.6895163863814575,35.878199226372125,27.656099944262102,169.51846400061896,213.63879713584575
14,731.6376811594203,2.5217391304347827,69.0,0.8632747175653831,9.373021315815206,7.225034139933783,127.12104711318827,140.3360802127331
15,760.2047970479705,9.891143911439114,542.0,0.8975243038330445,26.26967516446403,20.2495325160493,168.38348118457816,209.6574934778684
16,807.6287128712871,4.465346534653466,202.0,0.7984312191296706,16.03728119216293,12.362065573198526,143.7198455667339,174.0397997292299
17,864.1822222222222,3.7422222222222223,225.0,0.6456088032609829,16.925687506432688,13.046878477646027,160.93522528939226,208.4524213142733
18,917.2641509433962,2.7735849056603774,106.0,0.7180330779800114,11.617374563210365,8.955055686683135,123.05918122741396,130.8305516185743
19,947.8538011695906,3.4444444444444446,171.0,0.7174440803173145,14.755472278097805,11.374004962542966,155.10465888744855,198.97340417394693
20,1003.4232365145228,10.630705394190871,482.0,0.9151341948249384,24.77299861870477,19.095844844252053,161.8574033804277,198.39197128039038
22,1137.6843702579665,13.746585735963581,659.0,0.7152980554009088,28.96661630188228,22.32842374382882,147.91866428170349,191.48026343600483
25,1355.8318098720292,8.539305301645339,547.0,0.8218153810390549,26.390567083147985,20.34271999640421,157.8832420716295,188.6105740889369
26,1402.183574879227,8.946859903381643,621.0,0.6147410549955326,28.11906394744562,21.67510241980135,147.00113590921197,193.7101369145204
28,1480.6473988439307,3.179190751445087,173.0,0.6377591906443288,14.841510746523857,11.440326253275224,171.46585323736718,206.15088787840696
29,1521.2331154684096,8.337690631808279,459.0,0.8498232641513489,24.17471718621419,18.63466977280104,168.1102723597347,189.02095587926777
32,301.91379310344826,17.362068965517242,58.0,1.086563888950814,8.593479713983122,6.624137748368752,121.2475747496167,124.45010732788168
33,828.3333333333334,17.5,30.0,1.209217585792682,6.180387232371033,4.764046431490261,120.28765889842371,121.7811707835103
34,195.94155844155844,22.435064935064936,154.0,1.0480656859400208,14.002817212590296,10.793833600432615,135.78842847143972,156.01332748007107
36,865.3697916666666,30.786458333333332,768.0,0.8121213515495194,31.270560761786875,24.10438016369046,157.5704134578143,209.49150244512037
37,907.7301587301587,23.96825396825397,63.0,0.9996231611440167,8.95623198216277,6.9037591675064744,120.55855267256915,125.20381076699942
38,802.5732217573221,33.21338912133891,478.0,0.9681017449265005,24.669991941291908,19.016443898081864,147.35715718281605,190.00243209515702
39,707.1805555555555,31.34722222222222,72.0,0.8757757225722184,9.574614729634384,7.380428995888261,110.26657993462709,114.26255539661777
40,736.2988792029888,42.1145703611457,803.0,0.9376309966422616,31.975167777860612,24.64751450371163,153.86923530523688,200.06720310244856
42,331.53026905829597,50.789237668161434,892.0,0.8664577478512,33.70058862844632,25.977525834231162,158.31711345765083,211.2494141666583
